target,target_interaction,description,tertiary_rating,pol_prev1,pol_prev2,prev1,prev2,tid,timestamp,tweet_text,annotator,context
Donald Trump,@Mention,,0,RT @SenJohnThune: Donald Trump should withdraw and Mike Pence should be our nominee effective immediately.,RT @GroverNorquist: Hillary&#8217;s opposition to cutting the corporate rate shows how out of touch she is {{link}} {{link}},"RT @SantiagoAuFund: If you are struggling to figure out this year, how we got here and where we are headed, just read this book.  @HoweGeneration is a wizard {{link}}","RT @Blue_Bunny: Hey Cleveland, @KingJames asked for an ice cream truck to make tomorrow even more fun. Free ice cream is coming &#8211; see you soon! #WonForAll {{link}}",793627927007027204,11/2/2016 1:36:57,@realDonaldTrump HRC's use of private server not a mistake as claimed by her.  It was a calculated move to hide email's!,MANUAL,FULL INFORMATION
Donald Trump,@Mention,"Teacher, dad, husband, Lutheran, music lover, craft beer lover.",-1,"RT @KatyTurNBC: Today, Donald Trump took 7 seconds to admit a conspiracy theory he nursed for 5 years was wrong.",RT @Will_Bunch: Rudy Giuliani says that crazy pictures of Hillary Clinton on the internet may show that she's mentally ill {{link}},RT @trevor_gray: @annkillion {{link}},"@SageRosenfels18 Saw this in Clive, IA today? What the heck? {{link}}",780577893264953344,9/27/2016 1:20:46,RT @chescaleigh: yes @realDonaldTrump you did say climate change was a hoax created by the Chinese. we have the receipts #debatenight {{link}},MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,Trying on new ideas to see how they fit.,-1,"RT @anamariecox: So here&#8217;s full quote, Trump responding to a question about veteran suicides. I don&#8217;t think it makes it any better. {{link}}","RT @chrisgeidner: Phew. Biden responds to Trump's """"strong"""" comments: {{link}}","RT @anamariecox: So here&#8217;s full quote, Trump responding to a question about veteran suicides. I don&#8217;t think it makes it any better. {{link}}","RT @chrisgeidner: Phew. Biden responds to Trump's """"strong"""" comments: {{link}}",784579249814507520,10/8/2016 2:20:44,RT @BreneBrown: To dismiss Trump&#8217;s comments as &#8220;guy talk&#8221; is an insult to good men and boys. This is what rape culture looks & sounds like.,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Mia's Dad | Sun Devil | Roosevelt School Brd Member | Educator| Artist |RTs ≠ endorsements.,1,RT @JeffFlake: .@realDonaldTrump saying that he might not accept election results is beyond the pale,"RT @kurteichenwald: If Trump keeps screaming the election is rigged, he's going to convince his supporters there's no reason to waste time going out to vote.",RT @JeffFlake: .@realDonaldTrump saying that he might not accept election results is beyond the pale,RT @Ann_Kirkpatrick: McCain runs from Supreme Court questions and &#8216;straight talk&#8217;   {{link}} #AZSen {{link}},789012831093952513,10/20/2016 7:58:12,"RT @Ann_Kirkpatrick: Yep, #ImWithHer. But Arizonans have learned they can't trust any position John McCain takes. #AZSen {{link}}",MANUAL,FULL INFORMATION
Donald Trump,@Mention,I'm me.  Finding a way to live in this drama of life.,-1,RT @LinzHicks: This is out of control. Donald can't let this shit go BECAUSE IT IS ALL HE HAS. ALL HE HAS IS THE EMAILS. THE ABSURDITY IS JUST BEYOND.,RT @_Snape_: The worst.      #debatenight #debates {{link}},"RT @tyleroakley: trump hovering while hillary speaks is predatory, assertion of power, intimidation. she sits during his turn & doesn't interrupt. #debate",RT @RahulKohli13: How dare you. How fucking irresponsible do you have to be to claim that Captain Khan would be alive today if you were President? Disgrace.,785298604797915137,10/10/2016 1:59:12,Here ya go @realDonaldTrump This should help with that sniffle #debate {{link}},MANUAL,FULL INFORMATION
Donald Trump,@Mention,"NYC smell neurobiologist. The mosquito bitten woman with tasty blood. Absentee Tiger Mom, XX scientist, scientific publishing, perfume, and random rants.",-1,RT @SarcasticRover: Donald Trump is as good at &#8220;sarcasm&#8221; as he at running for president.,RT @HuffingtonPost: New polls show Clinton leading in four crucial states {{link}} {{link}},RT @cshperspectives: Twitter account for bioRxiv papers now published in journals. A few people asked for this. @biorxiv_pubd  {{link}},RT @biorxiv_pubd: Olfactory perception of chemically diverse molecules published as: {{link}} @biomedcentral #biorxiv,764216179649081344,8/12/2016 21:45:10,RT @TheBriefing2016: .@SenateMajLdr is just one of the many Republicans who have called on @realDonaldTrump to release his taxes:   {{link}},MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Social justice advocate with a passion for community volunteering.,-1,"RT @Variety: Hillary Clinton on abortion: """"The government has no business in the decisions that women make"""" {{link}} #Debate {{link}}","RT @FemMajority: """"I will say this about Hillary: she doesn't quit, she doesn't give up&#8230; She&#8217;s a fighter.&#8221;       That&#8217;s what we like to call stamina. #debate","RT @wendydavis: HRC plan - middle class thrives/econ thrives. Equal pay, increase min wage, free college, trades training, wealthy pay fair share #debates",RT @9to5org: Speaking of the economy... 25% of all poverty spells in the US begin with the birth of a new child. We need #PaidLeave #WeWontWait2016,788922523756797953,10/20/2016 1:59:21,"RT @RodriguezHerron: So wait, guns don't need regulation but women's bodies do?  #debatenight",MANUAL,FULL INFORMATION
Donald Trump,@Mention,Prolific pancake maker among other dubious talents,-1,RT @robferdman: all the excuses Trump has given for not releasing his tax returns {{link}} via @washingtonpost,Trump says his kids will run his &#8220;blind trust&#8221; if he wins&#8212;but that's not a blind trust: {{link}} via @slate,RT @robferdman: all the excuses Trump has given for not releasing his tax returns {{link}} via @washingtonpost,Trump says his kids will run his &#8220;blind trust&#8221; if he wins&#8212;but that's not a blind trust: {{link}} via @slate,776553421839142912,9/15/2016 22:48:58,"RT @Fahrenthold: Report: after @realdonaldtrump bought 6-ft-tall portrait of himself w/ charity $, he had it shipped to NY golf club. {{link}}",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,There ain't nobody here who can cause me pain or raise my fear 'cause I got only love to share. If you're looking for truth I'm proof you'll find it there!,-1,BBC News - Trump courts the terminally ill vote {{link}} #fail,Springsteen Was Criticized For Bashing Trump. His Response Is Perfect - {{link}},Full moon today. &#127765; #whyamicrazytoday {{link}} {{link}},#MakeWithDrawingPad  {{link}} {{link}},787824021152866304,10/17/2016 1:14:18,RT @billyeichner: Donald Trump thinks SNL is doing a hit job on HIM? Imagine how Toonces the Driving Cat feels!,MANUAL,FULL INFORMATION
Donald Trump,@Mention,I am a NE housewife who loves music.   Also loves the Red Sox and Patriots.,0,"RT @TheView: """"The Donald Trump who I knew on 'Apprentice' is not the Donald Trump running for president,"""" @ClayAiken says.  {{link}}",RT @Nickikiwi: @TheView @clayaiken interesting to see what is motivating folks to vote for Trump. Raw feelings and beliefs without nastiness. #insightful,"RT @TheView: """"The Donald Trump who I knew on 'Apprentice' is not the Donald Trump running for president,"""" @ClayAiken says.  {{link}}",RT @Nickikiwi: @TheView @clayaiken interesting to see what is motivating folks to vote for Trump. Raw feelings and beliefs without nastiness. #insightful,788534334550601728,10/19/2016 0:16:50,RT @TheView: .@ClayAiken visits a @realDonaldTrump rally in Pennsylvania to get to know the people behind the movement. {{link}},MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"If this slate wins, the next mayor will likely be Jim Throgmorton.",-1,"As of noon Fri, debate vs Packer game seemed like an easy call. Now I may have to split the screen #ImWithHer #GoPackGo",RT @DanaHoule: 1 problem w Trump&#8217;s multi-front collapse is we won&#8217;t get a clean experiment on what happens when 1 candidate has a campaign & other doesn&#8217;t,"As of noon Fri, debate vs Packer game seemed like an easy call. Now I may have to split the screen #ImWithHer #GoPackGo","RT @ElBloombito: Drinkingo game para el #debate: Everyo time el Trumpacabra interruptos, drinko. Y call nine uno uno por que alcoholo poisoningo.",785266053639049217,10/9/2016 23:49:51,RT @ZachWahls: Can't wait to explore this bingo board to my children some day. Let's do this. #RoundTwo #ImWithHer #GoPackGo #Debate {{link}},MANUAL,FULL INFORMATION
Donald Trump,@Mention,"Fmr NY Firefighter; Ret'd LA Cop; BS UCLA, BA German Hist & Lang BU, MBA Org Design, Hobbies: Astrophysics, The Holocaust, Unternehmen 'Barbarossa' 1941-43",1,"RT @USA1stAlways: @wikileaks @kathystone1221 the """"I hate Hillary"""" grp got creative when forced 2 only carry pro Hillary signs - &#128514;&#128514;&#128514; {{link}}",Giuliani: Hillary Orders No Uniformed Police Officers on the DNC Floor in Philly {{link}} via @BreitbartNews,Muslim 'Migrant' Kids Rape 5 Year Old Idaho Girl Law Enforcement Stonewalls to Protect Muslims - {{link}} via @Shareaholic,"Vermont: Lone councilman knew about, supported secret plan to flood his town with Syrian Muslims {{link}} via @creepingsharia",759127528716005376,7/29/2016 20:44:41,"@realDonaldTrump @BlissTabitha The born leader, the next POTUS!       {{link}}",MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"Follower of Christ.  Husband, Father, Son and Brother.  Runner.",1,RT @charlescwcooke: Read @AndrewCMcCarthy on today&#8217;s Hillary Clinton news: {{link}},"RT @amandacarpenter: Rush Limbaugh thinks there's a press conspiracy about media coverage of Hillary. Well, I have an idea. From me @CR {{link}}",@JonahNRO poor kid,#Dodgers Gonzalez was safe!,788911360260214784,10/20/2016 1:15:00,RT @JarridWilson: Not sure how you can stand for the rights of all people yet oppose life to those who are alive but unborn. #debatenight,MANUAL,FULL INFORMATION
Donald Trump,@Mention,Progressive liberal. Intersectional Feminist. Mom & partner. The views expressed by me are solely my own. #TheResistance #FireTheFool,-1,RT @pattonoswalt: I just realized -- I wanna play unlimited Hold 'Em against Donald Trump. HE SNIFFS WHEN HE'S ABOUT TO LIE. #debates,RT @michaeldweiss: Trump just admitted that he pays no personal income tax.,RT @JohnFugelsang: I'm gonna stick it to the man by voting for a billionaire landlord. #debate,RT @pattonoswalt: I just realized -- I wanna play unlimited Hold 'Em against Donald Trump. HE SNIFFS WHEN HE'S ABOUT TO LIE. #debates,785299141987491840,10/10/2016 2:01:20,"RT @jamieleecurtis: """"I understand the tax code better than anyone who has ever run for president."""" @realDonaldTrump #deluded",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,Rodan+Fields Consultant                                                stay-at-home mom with college-aged kids                    wanderluster4ever,1,Never in his life has he drank alcohol. Can we just say Trump using cocaine is probably a stretch? C'mon.,A powerful non-endorsement of @realDonaldTrump came from Mrs. Bush. My dilemma too: what does a vote for him say to our daughters?,"While teaching kids inappropriateness of """"locker room"""" talk, open up discussion of not shaming women for coming forward after being raped.","The """"locker room"""" talk is vile. I hate it(him). The shaming of women who say they were sexually assaulted is vile. I hate it(her)worse.",786531139208916994,10/13/2016 11:36:51,"I'm waiting for HRC to publicly shame the 4 women accusing Trump of unwanted sexual advances. Or, is it just Bill who gets wrongly accused?",MANUAL,FULL INFORMATION
Donald Trump,@Mention,"Helping the world see, literally and figuratively. Leader. Optician. Political activist. Fashionista. #IowaNative #PANK #RescueMama #NavySister",1,RT @BryanWKraber: When knock on a door and the kids are excited to show you their chickens! #IoWin #LeadRight2016 @realDonaldTrump {{link}},Democrat Caroline says she is voting for @realDonaldTrump! @iowafrw @iowagop #GOPatISF #ISF2016 @taylomason {{link}},You know it! #IowaFRW #RoastAndRide  {{link}},Creative buttons! #IowaFRW #RoastAndRide #NeverHillary {{link}},769675025448304640,8/27/2016 23:16:40,Finally saw @realDonaldTrump in person today! #RoastAndRide #IowaFRW #TrumpPence2016 #NeverHillary {{link}},MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"Keyboard wonk and Apple geek. Computer tech and Bourbon lover. My opinions are my own, not my employer's.",-1,"RT @sahilkapur: Trump to blacks: """"What do you have to lose? You're living in poverty. Your schools are no good. You have no jobs."""" {{link}}",RT @kevinrose: is this Trump ad real? (red underline mine) &#129300;&#128514; {{link}},RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,RT @musician4life13: Second Monday is like second breakfast but not awesome. Not awesome at all.,780917995816136704,9/27/2016 23:52:13,"RT @Alex_Edelman: """"I never said climate change was a hoax."""" #debatenight {{link}}",MANUAL,FULL INFORMATION
Donald Trump,@Mention,"Reagan conservative We're right they're wrong,end of story",1,RT @gerfingerpoken: Margaret Sanger Fan Hillary Clinton Talks Race in Ferguson {{link}}  - American Thinker - {{link}} 119,RT @conens46: Hillary's people {{link}},RT @gerfingerpoken: Margaret Sanger Fan Hillary Clinton Talks Race in Ferguson {{link}}  - American Thinker - {{link}} 119,RT @conens46: Hillary's people {{link}},795262017913266176,11/6/2016 13:50:14,"RT @ChrisCoon4: @JoeBiden lol you have a lot of nerve talking about @realDonaldTrump groping women , your a pervert! {{link}}",MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Happily married to @MrHinNH Loving life in New Hampshire. We have 4 kids & 7 grandkids.    Ex-Dem 110% Trump #OnlyTrump #SilentNoMore #HappyWifeHappyLife,1,"RT @Lrihendry: Hillary is committed to bringing in 65K Muslims, can't speak ANY English, no jobs, 100% FULL gov benefits, $1700 per mo ea 4 LIFE #Trump2016",RT @LouDobbs: What does Hillary do when she&#8217;s caught lying? She lies again of course - WATCH #FoxLDT 7pm   {{link}},Check this out!!!! {{link}},RT @FordMustang: @MrsHinNH @MrHinNH We'd say so!,764438109614403584,8/13/2016 12:27:02,RT @StatesPoll: Electoral Map 7/26/2016   Details of the Map   My Post(Polls): {{link}}   #TrumpTrain #DJT #Trump2016 #MAGA {{link}},MANUAL,FULL INFORMATION
